Date, Close/Last, Volume, Open, High, Low
08/07/2020, 271.47, 44969360, 274.04, 274.8818, 269.245
08/06/2020, 274.64, 28048220, 270.78, 274.98, 270.19
08/05/2020, 271.05, 21685920, 270.83, 271.52, 269.96
08/04/2020, 270.38, 24911290, 268.74, 270.48, 268.09
08/03/2020, 269.38, 32081570, 268.05, 270.15, 267.87
07/31/2020, 265.79, 53756160, 265.83, 265.95, 260.85
07/30/2020, 261.13, 41774460, 257.78, 261.71, 256.55
07/29/2020, 259.77, 27556880, 258.33, 260.66, 257.91
07/28/2020, 256.81, 31302390, 259.33, 259.85, 256.51
07/27/2020, 260.12, 36445740, 257.36, 260.52, 256.445
07/24/2020, 255.56, 54054540, 254.12, 256.93, 251.32
07/23/2020, 258.01, 51363540, 264.55, 265.24, 256.55
07/22/2020, 264.93, 29865520, 264.46, 265.89, 262.55
07/21/2020, 264, 43442970, 268.41, 268.41, 263.125
07/20/2020, 266.78, 40610130, 260.12, 267.43, 258.79
07/17/2020, 259.42, 35137870, 259.71, 260.31, 257.17
07/16/2020, 259.12, 47594110, 257.97, 259.78, 255.62
07/15/2020, 260.9, 54523870, 261.68, 262.69, 257.49
07/14/2020, 260.37, 72230510, 256.07, 260.79, 252.76
07/13/2020, 258.54, 64108090, 266.87, 269.79, 257.69
07/10/2020, 263.97, 32885300, 262, 264.23, 259.26
07/09/2020, 262.18, 40312910, 261.89, 262.87, 257.63
07/08/2020, 259.99, 30426270, 258, 260.02, 256.5
07/07/2020, 256.61, 36578190, 258.1, 260.88, 256.3
07/06/2020, 258.39, 34589050, 255.46, 258.928, 255.43
07/02/2020, 252.19, 31956500, 252.97, 254.27, 251.71
07/01/2020, 250.49, 34689210, 247.66, 251.52, 247.0802
06/30/2020, 247.6, 38909220, 242.77, 248.16, 242.58
06/29/2020, 242.84, 34377800, 239.98, 242.85, 237.35
06/26/2020, 240.22, 52824550, 245.75, 245.96, 239.68
06/25/2020, 246.03, 36940810, 243.91, 246.34, 241.14
06/24/2020, 243.71, 46032380, 247.99, 249.325, 242.16
06/23/2020, 248.84, 32767370, 248.39, 251.15, 247.82
06/22/2020, 246.74, 24068680, 243.77, 246.87, 243.38
06/19/2020, 244.24, 49422110, 246.74, 247, 242.45
06/18/2020, 244.28, 30578650, 243.29, 244.53, 242.49
06/17/2020, 243.62, 34749270, 244.4, 245.5, 242.73
06/16/2020, 242.85, 48890100, 243.78, 244.39, 239.1
06/15/2020, 238.75, 45307370, 232.44, 239.45, 231.47
06/12/2020, 235.88, 72034790, 239.09, 240.4, 231.74
06/11/2020, 234.02, 72919440, 242.29, 243.59, 233.96
06/10/2020, 246.22, 58084410, 245, 247.815, 244.51
06/09/2020, 243.3, 35046250, 240.66, 244.18, 240.47
06/08/2020, 241.55, 32937310, 239.54, 241.68, 237.91
06/05/2020, 239.69, 47365570, 236.06, 240.297, 235.63
06/04/2020, 235.03, 38716100, 236.32, 237.79, 233.68
06/03/2020, 236.69, 37228700, 236.23, 237.47, 235.35
06/02/2020, 235.63, 33383420, 234.42, 235.69, 232.01
06/01/2020, 234.06, 26140130, 232.4, 234.45, 232
05/29/2020, 233.36, 50878600, 230.43, 233.6, 228.76
05/28/2020, 229.99, 43008480, 229.05, 233.47, 229.05
05/27/2020, 230.29, 55665570, 228.51, 230.41, 223.94
